,TrackURI,track,acousticness,instrumentalness,energy,speechiness,liveness,loudness,danceability,tempo,valence
159,spotify:track:69GrvktEn2ezemVh4OYrvq,To Ne Dikha Hai Kabhi,0.574,0.000269,0.547,0.0268,0.0384,-8.561,0.578,128.4,0.529
160,spotify:track:4UDsOiaMP4pLawOzlmeGKk,Duniya Kisi Ke Pyar Mein,0.959,0.542,0.328,0.0332,0.666,-14.536,0.283,92.772,0.372
163,spotify:track:3Wb8gdwqyagTVSrFtSUCFe,Woh Jo Ham Men Tum Men Qarar Tha,0.956,0.00818,0.347,0.0363,0.36,-13.936,0.38,112.394,0.382
168,spotify:track:6WvXxG729BX9yp1KaDFmbv,Diwana Banana Hai To,0.995,0.591,0.108,0.0478,0.196,-11.888,0.341,73.871,0.514
171,spotify:track:34VMY5oNAOWXFnC0pfwwhc,Chupke Chupke Raat Din Aansoon Bahanayaad Hai,0.958,0.453,0.288,0.0351,0.0817,-16.153,0.57,131.731,0.72
172,spotify:track:0fop0xkp8P9b7JTJSDdBB4,Teri Yaad Yaad Yaad,0.176,0.0,0.754,0.0598,0.234,-7.258,0.537,90.042,0.599
173,spotify:track:1kq9D4WgmSzmZzNGMAvI4Q,Hum Tere Shahar Me Aaye Hai,0.774,0.000599,0.558,0.0319,0.176,-9.808,0.576,109.107,0.718
174,spotify:track:5hZmZaExf8sG6wvoWpqs8m,Humko Kisike Gham Ne Maara,0.919,0.0156,0.48,0.0324,0.768,-11.934,0.391,100.761,0.771
175,spotify:track:1M3NqMGpz82MZymh0bJSIx,Hangama Hai Kiyon Barbad,0.555,3.22e-06,0.755,0.0499,0.411,-6.312,0.36,112.812,0.546
176,spotify:track:3nPez09I43hLdYiNPB2XUO,Khawab Ban Ke Bikharti Jati Hai,0.2,0.000119,0.637,0.0312,0.0806,-9.817,0.543,79.087,0.827
177,spotify:track:7fDOT7WW72bsyS2cY4tON0,Hungama Hai Kyon Barpa,0.949,0.00934,0.341,0.0321,0.12,-13.687,0.521,99.801,0.663
178,spotify:track:6gcQXc18soxkl2hSJ99Rx9,Woh Nahi Mera Magar - Male Vocals,0.393,4.11e-05,0.622,0.0336,0.0665,-7.716,0.694,128.026,0.451
179,spotify:track:4Ucb3qAVVhMo57Bqr4R5wk,Dil Main Ek Lehar Si,0.96,0.0011,0.35,0.0321,0.147,-11.274,0.293,90.771,0.274
180,spotify:track:2bgFsBUktYvExuN31E4K8r,Chamakte Chaand Ko,0.732,0.00181,0.37,0.0361,0.0728,-17.172,0.236,144.419,0.551
181,spotify:track:4XL3S4cP3jqdBotKjxulS5,"Na Kajare Ki Dhar (From ""Mohra"")",0.667,1.06e-06,0.683,0.0404,0.362,-8.428,0.51,145.281,0.672
182,spotify:track:2oAy8P7WfjbZW0cWw6RnAG,"Chhupana Bhi Nahin Aata (From ""Baazigar"")",0.362,2.26e-06,0.517,0.0714,0.129,-11.817,0.394,157.333,0.646
183,spotify:track:2zGiBYiOIbioKAJgV3D2TZ,Aaj Phir Tum Pe,0.739,1.94e-05,0.619,0.0528,0.0695,-11.49,0.436,87.631,0.668
184,spotify:track:6xkH51odPN6GVpMgth0lWL,"Jeeye to Jeeye Kaise (From ""Saajan"")",0.249,0.0,0.489,0.0306,0.156,-11.968,0.486,128.731,0.682
185,spotify:track:3ErnIFp1vB1OrlxQGtfQca,"Dil Jab Se Toot Gaya (From ""Salaami"")",0.43,2.75e-05,0.639,0.0526,0.156,-12.455,0.364,99.072,0.644
187,spotify:track:4EfiODx46Zq7h5ORp2LVy9,Na Kajare Ki Dhar (With Jhankar Beats),0.629,1.84e-05,0.781,0.0476,0.232,-10.534,0.63,145.436,0.772
188,spotify:track:09xLwwXCwGcNK9nU20cwQM,Chitthi Aai Hai,0.678,0.0,0.716,0.0828,0.102,-9.984,0.482,82.882,0.65
189,spotify:track:646WEyOUsCWtVvI8BIMbeI,"Na Kajare Ki Dhar, Pt. 1 (With Jhankar Beats)",0.759,0.0,0.345,0.0284,0.381,-8.763,0.485,108.407,0.411
190,spotify:track:0tZKwth3CwTg3ux1Moog75,Log Barso Judaa Hoke Duet,0.501,0.0,0.735,0.0347,0.0318,-11.352,0.527,139.064,0.892
191,spotify:track:1KsszCPKYJAJ6EAKIpLo8s,Sri Ramchandra Kripalu Bhajman,0.543,1.32e-06,0.492,0.039,0.0953,-9.308,0.64,149.901,0.796
192,spotify:track:5NpzXzxlaLkSa5suxqXbrT,Aisi Laagi Lagan,0.171,0.0,0.602,0.13,0.0568,-10.323,0.729,147.998,0.869
193,spotify:track:5BjPcgQkjdullrnNygimjr,O Kanha,0.628,0.0,0.771,0.0342,0.0942,-1.108,0.702,120.022,0.773
194,spotify:track:7Ae8e8hnKFVTQ7c72yRKwI,Shri Ram Chandra Kripalu: Mool Paath,0.706,0.0,0.693,0.0494,0.0533,-7.529,0.527,143.007,0.609
195,spotify:track:2GFgbfvag81n24wKtGihXM,Solah Baras Ki Bali Umar,0.743,0.000367,0.651,0.0505,0.474,-10.418,0.304,80.771,0.683
196,spotify:track:1czIv7Zdskl3O8VwYKf3J9,Sarkar Sanware - Shyam Bhajan,0.342,0.0,0.888,0.046,0.087,-4.716,0.681,133.991,0.781
197,spotify:track:6HA4HZ74rX4KXWARqSO3xD,Kanha Teri Murli Ki,0.726,0.0,0.584,0.0379,0.255,-10.815,0.553,97.94,0.868
198,spotify:track:5ErOagQqDqLeyv5HLOHLAK,Om Jai Jagdish Hare By Anup Jalota - Zee Music Devotional,0.649,0.0,0.807,0.0405,0.143,-2.222,0.451,90.136,0.613
199,spotify:track:7jWEfnswzyqESGNBVsCD5D,Shree Hanuman Chalisa,0.573,0.0,0.424,0.0469,0.0496,-12.798,0.373,155.468,0.445
200,spotify:track:7guf9SIiNtj7iocdB8RL98,Ganpati Vandan,0.42,0.0,0.918,0.0719,0.157,-0.531,0.4,95.885,0.783
201,spotify:track:0y3b4ssMVGVAYnVd231Tff,Zindagi Jab Bhi,0.748,0.0,0.497,0.0267,0.358,-6.933,0.604,95.008,0.549
202,spotify:track:0bdlGyCdA6DDg5wd5QfvQx,Phir Chiddi Raat,0.82,0.0,0.626,0.0322,0.616,-5.715,0.449,100.004,0.467
204,spotify:track:238AL8kco8HOKnbmEHaOYJ,Jiske Sir Upar Tu Swami,0.642,0.0,0.484,0.0276,0.216,-4.841,0.422,79.951,0.282
205,spotify:track:0wekpsgIQ13QIPCrQtW0JN,Aaina Mujhse Mere,0.631,0.0,0.454,0.03,0.286,-10.701,0.366,138.327,0.28
206,spotify:track:2TDMJFbxFEv15la7s2xJMM,Pathar Pe Gira Sheesha,0.593,0.0,0.43,0.0404,0.0808,-14.334,0.572,150.075,0.6
207,spotify:track:2msUHHBO3AM4KdeGECES2Q,Khubsurat Hai Aankhen,0.475,6.3e-05,0.428,0.0301,0.315,-14.992,0.575,134.851,0.729
209,spotify:track:2YDFUawn3d4IuXtjd5OvU6,Kabhi Khwab Mein,0.707,1.45e-05,0.412,0.0309,0.141,-10.772,0.461,125.794,0.367
210,spotify:track:43jFdxD5dT6js36UdjRz1i,Yeh Zindagi Ka Safar,0.893,0.000595,0.382,0.0405,0.0856,-19.335,0.315,81.177,0.498
211,spotify:track:6H7fLdt0AeWpuxUKXuXWrx,Shree Hanuman Chalisa,0.545,0.0,0.885,0.035,0.132,-3.4,0.589,91.01,0.831
212,spotify:track:4vlMdXsRpAIXYggwbNHZSv,Nenjukkul Peidhidum,0.6,2.49e-06,0.43,0.0407,0.132,-10.31,0.687,115.01,0.241
213,spotify:track:6Z8oU8xMOie24Cflh2Sw6p,Venmegam,0.418,2.23e-05,0.426,0.0742,0.11,-11.54,0.803,114.945,0.556
214,spotify:track:4HDzsx1dJKbuL0YkffBuBm,Thodu Vaanam,0.394,0.0,0.551,0.0612,0.178,-6.841,0.628,136.899,0.385
215,spotify:track:3HgeP7vmbwjp0B5tAT6y0Q,Manjal Veyil,0.018,3.01e-05,0.641,0.0498,0.205,-8.235,0.905,119.953,0.885
216,spotify:track:5jkH9Pgv28mW9ve6uGtohT,En Jeevan,0.552,3.82e-06,0.29,0.0383,0.54,-9.136,0.409,179.895,0.291
217,spotify:track:6LgkoexFvjZ5V9qG8mYV3l,Pachai Nirame,0.427,0.00247,0.399,0.0391,0.381,-16.303,0.64,87.972,0.579
218,spotify:track:5FfRt0NaBuDIHpRgsiCkWu,Anbae Anbae,0.0183,0.0,0.557,0.0296,0.17,-11.187,0.684,122.009,0.799
219,spotify:track:1L4kqtdycaEOOg15S1GM52,Vennilave,0.422,0.0,0.32,0.0301,0.153,-12.356,0.634,91.039,0.65
220,spotify:track:3Bq7CnWgfvplEzGSVXUvOe,Ay Hairathe,0.249,0.00298,0.449,0.031,0.128,-10.063,0.746,122.004,0.666
221,spotify:track:39hCQjPyTtsHzsp0cx1fuJ,Mujhse Pehli Si Mohabbat,0.649,0.00155,0.627,0.0346,0.399,-8.877,0.36,146.691,0.484
222,spotify:track:3XwRBHICXPkM8N9k1POaof,Kende Ne Naina,0.795,0.00134,0.482,0.034,0.158,-13.211,0.404,132.968,0.772
223,spotify:track:0V3IBVtz6QRT9ppjt5rl2Z,Supreme Ishq Anarkali - Version 1,0.0496,4.69e-05,0.838,0.0772,0.38,-11.438,0.686,91.966,0.565
224,spotify:track:5Va8mH395NByfbTPyp2h1q,Sanun Nahar Wale Pul,0.865,0.0629,0.407,0.0402,0.54,-14.355,0.582,155.577,0.952
225,spotify:track:227qgaeMQGrCXcL6N7514V,Mundeya Dupatta Chad Mera,0.183,0.00503,0.749,0.089,0.0586,-7.18,0.851,127.037,0.707
226,spotify:track:0ljyAkdmoW8xqydwtNPlCy,Chandni Raaten,0.798,0.000714,0.482,0.0477,0.108,-9.293,0.43,79.583,0.736
227,spotify:track:09mN5XZI9mIJLKrUejjXpz,Jadon Holi Jai,0.91,0.00217,0.459,0.0314,0.393,-11.792,0.514,109.924,0.835
228,spotify:track:7rZkWQZyOBBw3iCcPeq0C4,Jawan Hain Mohabbat,0.918,0.000293,0.509,0.147,0.264,-8.782,0.571,104.911,0.905
229,spotify:track:27nl23zZ4HAy04m0PAXCVu,Hamari Sansoon Men,0.833,8.94e-05,0.329,0.0276,0.152,-11.96,0.521,100.149,0.598
230,spotify:track:4DpeTpCoEMAlyZaxjEHlmp,Chal Chaliye Duniya Di Os Nukre - From The Film Duniya Paise Di,0.867,0.875,0.896,0.0299,0.313,0.005,0.697,122.283,0.875
236,spotify:track:6N1K5OVVCopBjGViHs2IvP,The Joker And The Queen (feat. Taylor Swift),0.924,2.1e-06,0.309,0.0329,0.282,-7.398,0.528,133.83,0.307
245,spotify:track:4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),0.129,0.000914,0.915,0.0841,0.115,-3.405,0.544,126.094,0.51
248,spotify:track:7arsXR8AtExnOFN3v3HiJI,Going Dumb,0.0546,0.263,0.678,0.0515,0.103,-6.242,0.834,121.995,0.551
251,spotify:track:1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),0.779,0.0,0.299,0.0263,0.123,-7.365,0.587,94.992,0.356
252,spotify:track:5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),0.00249,0.0,0.77,0.226,0.0715,-6.596,0.646,99.165,0.681
253,spotify:track:3ERa3mEeOnrh2Mc47qM6T1,Halo,0.272,0.0,0.72,0.0628,0.0563,-5.908,0.508,79.983,0.472
254,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,Love On Top,0.0849,0.0,0.748,0.0887,0.604,-5.242,0.652,94.1,0.652
255,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,Formation,0.00532,0.0,0.621,0.237,0.196,-6.857,0.896,121.966,0.818
256,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls),0.00496,4.72e-05,0.899,0.143,0.372,-4.237,0.733,127.086,0.76
257,spotify:track:5hgnY0mVcVetszbb85qeDg,Partition,0.0296,0.0726,0.441,0.291,0.306,-11.523,0.412,185.571,0.174
258,spotify:track:1G7DcLzPnopdZjLkev0K4e,Irreplaceable,0.0286,1.15e-06,0.697,0.326,0.167,-4.192,0.576,175.906,0.501
259,spotify:track:6jG2YzhxptolDzLHTGLt7S,Drunk in Love (feat. Jay-Z),0.00969,0.00104,0.621,0.0468,0.181,-6.902,0.589,140.03,0.401
260,spotify:track:02M6vucOvmRfMxTXDUwRXu,7/11,0.0128,0.0,0.705,0.126,0.126,-5.137,0.747,136.024,0.56
265,spotify:track:0k4d5YPDr1r7FX77VdqWez,,,,,,,,,,
268,spotify:track:2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),0.0933,0.000927,0.671,0.0363,0.115,-12.21,0.658,100.966,0.166
271,spotify:track:5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),0.0383,0.0,0.764,0.0483,0.103,-5.484,0.591,169.928,0.478
272,spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,Thousand Miles,0.0858,0.0,0.657,0.0768,0.0884,-4.658,0.376,80.565,0.203
273,spotify:track:27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,0.213,0.0,0.413,0.0299,0.134,-7.357,0.662,93.005,0.467
274,spotify:track:1EHUQesfVKwbthtNcpBi9g,WITHOUT YOU (with Miley Cyrus),0.173,0.0,0.469,0.0292,0.0956,-6.257,0.655,92.56,0.467
276,spotify:track:2rPHUAeUPbNgTmK18FPTiZ,GO (feat. Juice WRLD),0.157,0.0,0.74,0.0944,0.612,-4.973,0.487,73.779,0.522
277,spotify:track:0DYNL4xbYWgNzppUamtyR4,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0.0693,0.0,0.632,0.0358,0.291,-6.695,0.721,92.057,0.296
278,spotify:track:1JXBNvlDEl2epKSJ9EOgKX,NOT SOBER (feat. Polo G & Stunna Gambino),0.0928,0.0,0.639,0.134,0.0941,-6.852,0.671,119.82,0.385
279,spotify:track:13EW51DKru044OJDJ9Bm8o,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),0.0383,0.0,0.642,0.116,0.2,-6.321,0.779,82.363,0.388
280,spotify:track:5YSHygGN9D0mID1NsVd5my,Reminds Me Of You,0.0663,0.0,0.631,0.12,0.169,-6.965,0.613,149.992,0.33
281,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,Toxic,0.0249,0.025,0.838,0.114,0.242,-3.914,0.774,143.04,0.924
282,spotify:track:6ic8OlLUNEATToEFU3xmaH,Gimme More,0.25,0.000678,0.844,0.0334,0.0723,-3.131,0.788,113.324,0.382
283,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,0.202,0.000131,0.699,0.0307,0.443,-5.745,0.759,92.96,0.907
284,spotify:track:6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,0.3,1.77e-05,0.834,0.0437,0.355,-5.444,0.751,95.053,0.894
285,spotify:track:6QHXcb0eFwOKZOZ9bOFmxm,Toxic Pony,0.00757,0.000598,0.652,0.152,0.105,-9.906,0.775,143.08,0.922
286,spotify:track:4fixebDZAVToLbUCuEloa2,Womanizer,0.073,0.0,0.695,0.0622,0.0889,-5.226,0.724,139.0,0.235
287,spotify:track:7jk7gqyEonmVVYahZN5zhW,Circus,0.147,0.000381,0.733,0.052,0.0713,-5.215,0.791,114.98,0.761
288,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,Criminal,0.0485,0.0,0.734,0.0298,0.183,-5.294,0.696,107.987,0.711
289,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,If U Seek Amy,0.0192,0.0,0.587,0.0339,0.0523,-7.296,0.717,129.954,0.544
290,spotify:track:3KliPMvk1EvFZu9cvkj8p1,Work Bitch,0.155,0.000628,0.824,0.159,0.0651,-6.53,0.629,128.01,0.852
292,spotify:track:0tzixmHNQfE6S6SirSToxW,El Ultimo Adiós - Varios Artistas Version,0.641,0.0,0.572,0.0377,0.2,-7.818,0.276,77.986,0.285
293,spotify:track:2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,0.0472,9.14e-06,0.678,0.233,0.0654,-5.529,0.757,120.075,0.82
295,spotify:track:4ZOyH6KjomjlqCz3oFqglr,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,0.00833,3.42e-06,0.754,0.207,0.0575,-5.46,0.844,100.002,0.961
296,spotify:track:42nSaPdT6g3ZIMHmKLlP2p,Let's Get Loud,0.135,0.000122,0.937,0.0549,0.35,-4.81,0.82,130.992,0.906
297,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,Love Don't Cost a Thing,0.00305,3.54e-06,0.842,0.0707,0.473,-5.115,0.786,97.577,0.685
298,spotify:track:4d2hD63oUGU3s7L66JD0BE,Dance Again,0.0159,2.88e-06,0.856,0.067,0.0981,-5.236,0.792,127.988,0.714
299,spotify:track:6MLsahMK3VvH9NUwXOktdS,I'm Real (feat. Ja Rule) - Murder Remix,0.273,0.0,0.587,0.151,0.0718,-7.93,0.708,83.46,0.554
300,spotify:track:6w0hTf98ZNQm5GpfWeuoAk,Cambia el Paso,0.0628,0.000159,0.784,0.0654,0.0846,-5.208,0.839,102.006,0.54
301,spotify:track:46IZ0fSY2mpAiktS3KOqds,Easy On Me,0.578,0.0,0.366,0.0282,0.133,-7.519,0.604,141.981,0.13
302,spotify:track:3Kkjo3cT83cw09VJyrLNwX,Oh My God,0.091,0.0,0.725,0.046,0.0264,-3.906,0.534,88.098,0.55
303,spotify:track:1c8gk2PeTE04A1pIDH9YMk,Rolling in the Deep,0.138,0.0,0.769,0.0298,0.0473,-5.114,0.73,104.948,0.507
304,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,0.893,0.0,0.319,0.0281,0.0996,-8.251,0.556,135.187,0.294
305,spotify:track:7GgWAITsYJaRM3r50rfh5w,When We Were Young,0.303,0.0,0.595,0.0496,0.095,-5.936,0.376,144.361,0.265
306,spotify:track:6w8ZPYdnGajyfPddTWdthN,Can I Get It,0.0171,0.0,0.68,0.0431,0.178,-6.118,0.703,97.985,0.536
307,spotify:track:73CMRj62VK8nUS4ezD2wvi,Set Fire to the Rain,0.00408,1.68e-06,0.67,0.0249,0.112,-3.882,0.603,107.993,0.446
308,spotify:track:6v0UJD4a2FtleHeSYVX02A,I Drink Wine,0.697,0.0,0.565,0.0466,0.119,-5.596,0.437,115.389,0.306
309,spotify:track:7B5Npv8NjjTCzk8PLpU66h,Love In The Dark,0.528,0.0,0.341,0.0309,0.109,-6.057,0.331,109.821,0.152
310,spotify:track:5FgPwJ7Nh2FVmIXviKl2VF,Make You Feel My Love,0.907,0.000383,0.172,0.0326,0.105,-10.636,0.317,65.18,0.0963
311,spotify:track:5ChkMS8OtdzJeqyybCc9R5,Billie Jean,0.0236,0.0158,0.654,0.0401,0.0359,-3.051,0.92,117.046,0.847
312,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,Beat It,0.0491,7.98e-06,0.867,0.0457,0.197,-3.704,0.779,138.858,0.915
313,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,Smooth Criminal - 2012 Remaster,0.247,0.468,0.981,0.0751,0.306,-3.947,0.853,118.193,0.595
314,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,0.126,0.0461,0.821,0.089,0.183,-9.875,0.878,118.881,0.947
315,spotify:track:7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,0.179,9.91e-05,0.535,0.0353,0.158,-12.521,0.808,114.031,0.848
316,spotify:track:0sKlV58cODrjxGFOyf9IXY,The Way You Make Me Feel - 2012 Remaster,0.0544,5.5e-05,0.854,0.147,0.144,-4.523,0.877,114.472,0.54
317,spotify:track:5lWFrW5T3JtxVCLDb7etPu,Bad - 2012 Remaster,0.00462,0.423,0.889,0.0397,0.0665,-3.786,0.787,114.091,0.394
318,spotify:track:3wuCCNCnBhJlwkIJTBZFiv,They Don't Care About Us,0.205,0.00837,0.905,0.129,0.322,-5.539,0.859,89.946,0.731
319,spotify:track:5lA3pwMkBdd24StM90QrNR,P.Y.T. (Pretty Young Thing),0.23,0.000424,0.815,0.0404,0.127,-4.909,0.888,127.273,0.961
320,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,Remember the Time,0.153,0.00224,0.921,0.0582,0.305,-2.383,0.831,108.002,0.795
321,spotify:track:0wHFktze2PHC5jDt3B17DC,First Class,0.111,3.18e-06,0.582,0.109,0.111,-5.902,0.902,107.005,0.332
322,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),0.0221,0.0,0.691,0.0672,0.0476,-7.395,0.741,150.087,0.892
323,spotify:track:0LnS7aOdOdI1dNKZqdOLz4,Dua Lipa,0.00161,0.0985,0.652,0.0762,0.106,-6.942,0.833,158.022,0.405
324,spotify:track:3ioJs8DQw527GmqJIp5gZG,Nail Tech,0.00508,8.36e-06,0.557,0.0694,0.0984,-8.409,0.677,150.127,0.1
325,spotify:track:3EMp20j5E42MxfFbsEsIvD,Churchill Downs (feat. Drake),0.615,0.0,0.522,0.36,0.11,-9.102,0.71,96.448,0.37
326,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,0.017,0.0,0.604,0.245,0.272,-6.671,0.923,145.062,0.826
327,spotify:track:2aWVaW1p2kUc5yuKwBmRJi,I WANNA SEE SOME ASS (feat. jetsonmade),0.18,0.000451,0.691,0.0497,0.135,-7.554,0.899,107.951,0.865
328,spotify:track:4RKJRRd4VJfZWiqQTYsleE,Already Best Friends (feat. Chris Brown),0.0891,0.0,0.575,0.0702,0.108,-7.284,0.873,103.005,0.872
329,spotify:track:0ZLuW8uOXdFNWcI40C0OC2,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",0.0631,0.0,0.723,0.26,0.185,-5.224,0.904,145.013,0.835
330,spotify:track:7Bot6AB2dsvZEyqzUL8AUH,I'd Do Anything To Make You Smile,0.012,0.079,0.522,0.05,0.377,-7.244,0.832,150.044,0.253
331,spotify:track:0wHFktze2PHC5jDt3B17DC,First Class,0.111,3.18e-06,0.582,0.109,0.111,-5.902,0.902,107.005,0.332
332,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),0.0221,0.0,0.691,0.0672,0.0476,-7.395,0.741,150.087,0.892
333,spotify:track:0LnS7aOdOdI1dNKZqdOLz4,Dua Lipa,0.00161,0.0985,0.652,0.0762,0.106,-6.942,0.833,158.022,0.405
334,spotify:track:3ioJs8DQw527GmqJIp5gZG,Nail Tech,0.00508,8.36e-06,0.557,0.0694,0.0984,-8.409,0.677,150.127,0.1
335,spotify:track:3EMp20j5E42MxfFbsEsIvD,Churchill Downs (feat. Drake),0.615,0.0,0.522,0.36,0.11,-9.102,0.71,96.448,0.37
336,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,0.017,0.0,0.604,0.245,0.272,-6.671,0.923,145.062,0.826
337,spotify:track:2aWVaW1p2kUc5yuKwBmRJi,I WANNA SEE SOME ASS (feat. jetsonmade),0.18,0.000451,0.691,0.0497,0.135,-7.554,0.899,107.951,0.865
338,spotify:track:4RKJRRd4VJfZWiqQTYsleE,Already Best Friends (feat. Chris Brown),0.0891,0.0,0.575,0.0702,0.108,-7.284,0.873,103.005,0.872
339,spotify:track:0ZLuW8uOXdFNWcI40C0OC2,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",0.0631,0.0,0.723,0.26,0.185,-5.224,0.904,145.013,0.835
340,spotify:track:7Bot6AB2dsvZEyqzUL8AUH,I'd Do Anything To Make You Smile,0.012,0.079,0.522,0.05,0.377,-7.244,0.832,150.044,0.253
341,spotify:track:0wHFktze2PHC5jDt3B17DC,First Class,0.111,3.18e-06,0.582,0.109,0.111,-5.902,0.902,107.005,0.332
342,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),0.0221,0.0,0.691,0.0672,0.0476,-7.395,0.741,150.087,0.892
343,spotify:track:0LnS7aOdOdI1dNKZqdOLz4,Dua Lipa,0.00161,0.0985,0.652,0.0762,0.106,-6.942,0.833,158.022,0.405
344,spotify:track:3ioJs8DQw527GmqJIp5gZG,Nail Tech,0.00508,8.36e-06,0.557,0.0694,0.0984,-8.409,0.677,150.127,0.1
345,spotify:track:3EMp20j5E42MxfFbsEsIvD,Churchill Downs (feat. Drake),0.615,0.0,0.522,0.36,0.11,-9.102,0.71,96.448,0.37
346,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,0.017,0.0,0.604,0.245,0.272,-6.671,0.923,145.062,0.826
347,spotify:track:2aWVaW1p2kUc5yuKwBmRJi,I WANNA SEE SOME ASS (feat. jetsonmade),0.18,0.000451,0.691,0.0497,0.135,-7.554,0.899,107.951,0.865
348,spotify:track:4RKJRRd4VJfZWiqQTYsleE,Already Best Friends (feat. Chris Brown),0.0891,0.0,0.575,0.0702,0.108,-7.284,0.873,103.005,0.872
